strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades
SPY_5m_strategy_137,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_137.parquet,-0.0053894611325980835,-0.06485466738340614,-0.055202902204883,1407
SPY_5m_strategy_138,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_138.parquet,-0.010734947524896898,-0.22839915769996288,-0.03663218520540512,816
SPY_5m_strategy_139,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_139.parquet,-0.02947206497210464,-1.2369317899832686,-0.03115760848466642,419
SPY_5m_strategy_140,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_140.parquet,0.13774673920245517,1.312734536391142,-0.046578727787667806,2493
SPY_5m_strategy_141,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_141.parquet,0.07109838906818822,0.8281174927749845,-0.05387045415465097,2169
SPY_5m_strategy_142,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_142.parquet,-0.013625944377907095,-0.20682054282063364,-0.05376738906273315,1370
SPY_5m_strategy_143,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_143.parquet,-0.018763069006535016,-0.40830235312076174,-0.04523549356760348,809
SPY_5m_strategy_144,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_144.parquet,-0.018203041259482022,-0.660245663870894,-0.02659450270417607,426
SPY_5m_strategy_145,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_145.parquet,0.144319266514215,1.3678743125149049,-0.045479330699451204,2464
SPY_5m_strategy_146,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_146.parquet,0.09417375998154798,1.0672838260441677,-0.054323341579300966,2140
SPY_5m_strategy_147,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_147.parquet,-0.013240677842167758,-0.20043391601719568,-0.053337683669117064,1367
SPY_5m_strategy_148,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_148.parquet,-0.030662677387073622,-0.682819800231158,-0.05359363740456857,799
SPY_5m_strategy_149,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_149.parquet,-0.014591131519262723,-0.5197845202830298,-0.02496533342277818,410
SPY_5m_strategy_150,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_150.parquet,0.22952659083404714,1.6889897094275101,-0.050102672456004194,2438
SPY_5m_strategy_151,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_151.parquet,0.09666168189729563,1.099649674995105,-0.0562922876897628,2104
SPY_5m_strategy_152,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_152.parquet,-0.013068976661264387,-0.19702536878442925,-0.05243432363609657,1345
SPY_5m_strategy_153,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_153.parquet,-0.03457343809073987,-0.7665626333786295,-0.057704908212895645,785
SPY_5m_strategy_154,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_154.parquet,0.009071361525013533,0.3160826357213575,-0.023454835587682243,414
SPY_5m_strategy_155,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_155.parquet,0.22793686795422086,1.6825334364800035,-0.05132470485729246,2400
SPY_5m_strategy_156,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_156.parquet,0.09656639837596326,1.107414099798137,-0.056068014935949484,2075
SPY_5m_strategy_157,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_157.parquet,-0.0026086727493256356,-0.01667938225946974,-0.05106615708480078,1333
SPY_5m_strategy_158,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_158.parquet,-0.03520041808079122,-0.776546160958544,-0.053685725483160196,773
SPY_5m_strategy_159,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_159.parquet,0.007713478699185039,0.2700710753780446,-0.02493829132113279,420
SPY_5m_strategy_160,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_160.parquet,0.21299530788216825,1.5864076676737047,-0.05176916664138542,2343
SPY_5m_strategy_161,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_161.parquet,0.07996488501690324,0.9393132017557898,-0.05444507592084091,2037
SPY_5m_strategy_162,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_162.parquet,0.004200408726731997,0.0994500043231592,-0.05122305104244229,1337
SPY_5m_strategy_163,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_163.parquet,-0.04079316853137527,-0.9018504421638625,-0.054543238445510456,757
SPY_5m_strategy_164,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_164.parquet,0.0166054005306695,0.5610942173627445,-0.02745811866980674,424
SPY_5m_strategy_165,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_165.parquet,0.1735510959628248,1.3345372724408195,-0.05575745331222215,2313
SPY_5m_strategy_166,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_166.parquet,0.07612507155673875,0.8974717326053511,-0.06067487157409046,2028
SPY_5m_strategy_167,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_167.parquet,0.01097229883100237,0.2145987406565483,-0.054793506834498906,1369
SPY_5m_strategy_168,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_168.parquet,-0.023755504686431506,-0.5077190673250072,-0.04816481326983535,764
SPY_5m_strategy_169,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_169.parquet,0.01708665561730993,0.5820746377353444,-0.028587097883371992,424
SPY_5m_strategy_170,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_170.parquet,0.17468437588250674,1.3415827052216132,-0.05646833002893836,2312
SPY_5m_strategy_171,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_171.parquet,0.09769730538250077,1.1329601308762616,-0.058224421651321245,2039
SPY_5m_strategy_172,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_172.parquet,0.009846141208768477,0.19507454572109315,-0.054813882771837186,1351
SPY_5m_strategy_173,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_173.parquet,-0.028209030416582404,-0.6066064214680479,-0.05265855390186036,748
SPY_5m_strategy_174,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_174.parquet,0.017876507917059525,0.6033052917792874,-0.02692835934908211,424
SPY_5m_strategy_175,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_175.parquet,0.1818808327217245,1.3899787230954213,-0.05965253273905735,2288
SPY_5m_strategy_176,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_176.parquet,0.0903139074484065,1.0595663888118285,-0.059261079545465,2003
SPY_5m_strategy_177,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_177.parquet,-0.005553923174934194,-0.06765498476347062,-0.05957960435986598,1337
SPY_5m_strategy_178,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_178.parquet,-0.026816456557554602,-0.5732660861804754,-0.04992297667843437,750
SPY_5m_strategy_179,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_179.parquet,0.017496128730781768,0.5820681336676252,-0.023917860364801258,414
SPY_5m_strategy_180,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_180.parquet,0.14540033054146906,1.1385816472490033,-0.07395474925372603,2239
SPY_5m_strategy_181,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_181.parquet,0.0832770299721286,0.9832243697780413,-0.0643135942447477,1939
SPY_5m_strategy_182,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_182.parquet,-0.009687607227222506,-0.13833165128520747,-0.06028626599293008,1302
SPY_5m_strategy_183,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_183.parquet,-0.026794147879559693,-0.5612145013181407,-0.05587606042039028,736
SPY_5m_strategy_184,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_184.parquet,0.01489925988670926,0.4974046498021844,-0.02566272993900398,408
SPY_5m_strategy_185,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_185.parquet,0.13797961808970483,1.0856820149841362,-0.07323381790956063,2192
SPY_5m_strategy_186,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_186.parquet,0.10063277382828417,1.1704417102887297,-0.06193974881564823,1935
SPY_5m_strategy_187,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_187.parquet,-0.002756359376386186,-0.019416410790064637,-0.06014210580776691,1304
SPY_5m_strategy_188,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_188.parquet,-0.039579111326551786,-0.8482601569773254,-0.05969246748360113,713
SPY_5m_strategy_189,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_189.parquet,0.022913430416776626,0.7511430499770876,-0.025940741083385732,418
SPY_5m_strategy_190,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_190.parquet,0.14750016004789135,1.1551715287526458,-0.08232010404235679,2179
SPY_5m_strategy_191,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_191.parquet,0.1226556442748703,1.369654518424316,-0.06034046384221026,1901
SPY_5m_strategy_192,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_192.parquet,0.018906487945917982,0.3480061475918945,-0.052301396731833205,1286
SPY_5m_strategy_193,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_193.parquet,-0.03739808743497808,-0.8011736501248176,-0.058674545784598964,717
SPY_5m_strategy_194,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_194.parquet,0.0214048170799106,0.6977736597895954,-0.02703668611630905,418
SPY_5m_strategy_195,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_195.parquet,0.14239686601482893,1.119440342385241,-0.08004046643508433,2155
SPY_5m_strategy_196,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_196.parquet,0.08482643748356655,1.0860650969483336,-0.05350611337261202,1889
SPY_5m_strategy_197,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_197.parquet,0.02630650238677834,0.47046150969510603,-0.0530804439039394,1270
SPY_5m_strategy_198,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_198.parquet,-0.042725270097831114,-0.9161189806839636,-0.06482193516902268,701
SPY_5m_strategy_199,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_199.parquet,0.018590421957895398,0.605959232794427,-0.02508478132612013,424
SPY_5m_strategy_200,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_200.parquet,0.1517712851516868,1.1879616468930116,-0.07432981024735197,2141
SPY_5m_strategy_201,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_201.parquet,0.0776760124681184,0.9949303777915045,-0.046035120137510877,1869
SPY_5m_strategy_202,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_202.parquet,0.015316737999147012,0.28613203756931627,-0.06368866216826652,1235
SPY_5m_strategy_203,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_203.parquet,-0.03877077695554787,-0.82906362473564,-0.05997679096006714,703
SPY_5m_strategy_204,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_204.parquet,0.019158254193681667,0.612145020619261,-0.023947825737016593,418
